Event,District,Nature,How Received,Date,Physical Contact,Less Lethal,Launch Projectile,Drew Less Lethal,Draw Weapon,Taser Pointed,Taser Fired,Weapon Fired,Vehicle Pursuit,Foot Pursuit,Suspect Condition,Suspect Armed,Suspect Injured,Suspect Role,Officer Injured,Officer Exposed to BBP,Suspect Gender Female,Suspect Gender Male,Suspect Age,"Suspect Race White, Non-Hispanic","Suspect Race White, Hispanic","Suspect Race AA, Non-Hispanic","Suspect Race AA, Hispanic","Suspect Race Indian/Alaskan Native, Non-Hispanic","Suspect Race Indian/Alaskan Native, Hispanic","Suspect Race Asian/Pacific Islander, Non-Hispanic","Suspect Race Asian/Pacific Islander, Hispanic"
B17-41936,5,SERVICE IP,TELEPHONE,10/12/2017 05:06:00 PM,true,false,true,false,false,,,false,false,false,NORMAL,true,false,MENTIONED,false,false,,true,18,true,,,,,,,
B17-42124,1,DISTURBANCE IP,911 LINE,10/13/2017 07:47:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,49,true,,,,,,,
B17-42307,5,DOMESTIC,TELEPHONE,10/14/2017 06:07:00 PM,false,true,false,false,false,,,false,false,true,MENTALLY DISTURBED,false,false,JUVENILE REFERRAL,false,false,,true,11,true,,,,,,,
B17-42396,4,DOMESTIC IP,911 LINE,10/15/2017 02:08:00 AM,true,false,false,false,false,,,false,false,true,NORMAL,false,false,ARRESTEE,false,false,,true,25,,,true,,,,,
B17-42615,4,FIGHT,OFFICER REPORT,10/16/2017 05:37:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,32,,,true,,,,,
B17-42814,4,TRAFFIC HAZARD,OFFICER REPORT,10/18/2017 02:36:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,true,false,ARRESTEE,false,false,,true,20,true,,,,,,,
B17-42816,1,DISTURBANCE IP,911 LINE,10/18/2017 02:39:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,24,,,true,,,,,
B17-42926,4,DISTURBANCE IP,TELEPHONE,10/18/2017 06:59:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,INVOLVED,false,false,,true,18,true,,,,,,,
B17-43044,4,WELFARE CHECK IP,911 LINE,10/19/2017 02:04:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,true,,53,true,,,,,,,
B17-43125,4,DISTURBANCE IP,TELEPHONE,10/20/2017 12:02:00 AM,true,false,false,false,false,,,false,false,true,INTOXICATED,false,true,ARRESTEE,false,true,true,,19,true,,,,,,,
B17-43135,1,BURGLARY NP,TELEPHONE,10/20/2017 01:39:00 AM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,JUVENILE REFERRAL,false,false,,true,16,true,,,,,,,
B17-43383,4,SERVICE IP,TELEPHONE,10/21/2017 06:16:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,INVOLVED,false,false,,true,49,true,,,,,,,
B17-43393,3,WELFARE CHECK IP,TELEPHONE,10/21/2017 08:02:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,49,true,,,,,,,
B17-43450,3,DISTURBANCE IP,TELEPHONE,10/22/2017 02:23:00 AM,true,false,false,false,false,,,false,false,true,NORMAL,false,false,ARRESTEE,false,false,,true,41,true,,,,,,,
B17-43450,3,DISTURBANCE IP,TELEPHONE,10/22/2017 02:23:00 AM,false,false,true,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,39,true,,,,,,,
B17-43450,3,DISTURBANCE IP,TELEPHONE,10/22/2017 02:23:00 AM,false,false,true,false,true,,,false,false,false,NORMAL,false,false,MENTIONED,false,false,,true,36,true,,,,,,,
B17-43589,4,TRESPASS IP,911 LINE,10/23/2017 03:17:00 AM,true,false,false,false,false,,,false,false,true,NORMAL,false,false,ARRESTEE,false,false,,true,23,true,,,,,,,
B17-43801,5,DISTURBANCE IP,911 LINE,10/24/2017 07:05:00 PM,true,false,false,false,false,,,false,false,false,UNKNOWN,false,false,MENTIONED,false,false,,true,23,true,,,,,,,
B17-44093,2,WELFARE CHECK IP,TELEPHONE,10/26/2017 09:48:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,INVOLVED,false,false,true,,19,true,,,,,,,
B17-44196,1,HARASSMENT IP,911 LINE,10/27/2017 01:41:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,MENTIONED,false,false,true,,53,true,,,,,,,
B17-44317,5,TRESPASS IP,911 LINE,10/28/2017 02:37:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,true,false,,true,20,,true,,,,,,
B17-44437,5,WEAPONS IP,TELEPHONE,10/28/2017 10:38:00 PM,false,false,false,false,true,,,false,false,false,UNKNOWN,true,false,ARRESTEE,false,false,,true,30,true,,,,,,,
B17-44475,2,FIGHT IP,TELEPHONE,10/29/2017 01:54:00 AM,true,false,false,false,false,,,false,false,true,INTOXICATED,false,false,ARRESTEE,false,false,true,,20,true,,,,,,,
B17-44479,2,FIGHT IP,TELEPHONE,10/29/2017 02:06:00 AM,true,false,false,false,false,,,false,false,true,INTOXICATED,false,false,ARRESTEE,false,false,,true,19,true,,,,,,,
B17-44701,1,TRAFFIC STOP,OFFICER REPORT,10/30/2017 04:22:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,true,,45,true,,,,,,,
B17-44701,1,TRAFFIC STOP,OFFICER REPORT,10/30/2017 04:22:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,INVOLVED,false,false,true,,43,true,,,,,,,
B17-44701,1,TRAFFIC STOP,OFFICER REPORT,10/30/2017 04:22:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,INVOLVED,false,false,true,,52,true,,,,,,,
B17-44887,2,WARRANT SERVICE,OFFICER REPORT,10/31/2017 08:25:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,,true,24,true,,,,,,,
B17-44900,5,DISTURBANCE,TELEPHONE,10/31/2017 10:42:00 PM,true,false,false,false,false,,,false,false,true,NORMAL,true,false,JUVENILE REFERRAL,false,false,,true,17,,,true,,,,,
B17-45156,3,DISTURBANCE IP,TELEPHONE,11/02/2017 06:49:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,true,,33,true,,,,,,,
B17-45238,4,SERVICE IP,TELEPHONE,11/03/2017 05:24:00 AM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,INVOLVED,false,false,true,,34,true,,,,,,,
B17-45316,4,DOMESTIC IP,911 LINE,11/03/2017 03:21:00 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,MENTIONED,false,false,,true,39,true,,,,,,,
B17-45773,5,WELFARE CHECK IP,TELEPHONE,11/06/2017 04:02:00 PM,true,false,false,false,false,,,false,false,true,MENTALLY DISTURBED,false,false,SUSPECT,true,false,,true,19,true,,,,,,,
B17-46025,5,ASSAULT NP,TELEPHONE,11/08/2017 03:36:00 PM,true,false,false,false,false,,,false,false,true,NORMAL,false,false,JUVENILE REFERRAL,true,false,,true,17,,,true,,,,,
B17-46139,3,THEFT IP,OFFICER REPORT,11/09/2017 11:29:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,MENTIONED,false,false,,true,48,true,,,,,,,
B17-46713,5,FIGHT IP,TELEPHONE,11/13/2017 09:20:00 PM,true,true,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,29,,,true,,,,,
B17-46741,1,SERVICE IP,911 LINE,11/14/2017 04:27:00 AM,true,true,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,30,,,true,,,,,
B17-46749,4,WEAPONS IP,911 LINE,11/14/2017 06:15:00 AM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,34,true,,,,,,,
B17-47005,3,WELFARE CHECK IP,911 LINE,11/15/2017 10:25:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,28,true,,,,,,,
B17-47594,4,SUSP ACT IP,TELEPHONE,11/20/2017 06:17:00 AM,true,false,false,false,false,,,false,false,true,NORMAL,false,false,ARRESTEE,true,false,,true,37,true,,,,,,,
B17-48093,4,THEFT NP,TELEPHONE,11/24/2017 02:16:00 PM,true,false,false,false,false,,,false,false,true,NORMAL,false,true,JUVENILE REFERRAL,false,false,,true,17,,,true,,,,,
B17-48401,4,FOLLOW UP,OFFICER REPORT,11/26/2017 11:23:00 PM,true,false,false,false,false,,,false,false,true,INTOXICATED,false,true,ARRESTEE,false,false,,true,32,true,,,,,,,
B17-48858,2,DISTURBANCE IP,TELEPHONE,11/30/2017 04:02:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,41,true,,,,,,,
B17-48970,4,WEAPONS IP,TELEPHONE,11/30/2017 10:27:00 PM,false,false,false,false,true,,,false,true,false,UNKNOWN,true,false,VICTIM,false,false,,true,35,true,,,,,,,
B17-49350,5,WARRANT SERVICE,911 LINE,12/03/2017 12:24:00 PM,true,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,40,true,,,,,,,
B17-49417,3,TRAFFIC STOP,OFFICER REPORT,12/03/2017 10:41:00 PM,true,false,false,false,false,,,false,false,true,NORMAL,true,false,ARRESTEE,true,false,,true,18,,,true,,,,,
B17-49442,4,MENTAL HEALTH,911 LINE,12/04/2017 06:17:00 AM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,MENTIONED,false,false,,true,31,true,,,,,,,
B17-49684,4,DOMESTIC IP,TELEPHONE,12/05/2017 09:42:00 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,JUVENILE REFERRAL,false,false,,true,14,,,true,,,,,
B17-49820,4,WELFARE CHECK IP,TELEPHONE,12/06/2017 08:20:00 PM,false,false,false,false,true,,,false,false,false,INTOXICATED,true,false,ARRESTEE,false,false,,true,52,true,,,,,,,
B17-49983,1,TRESPASS IP,TELEPHONE,12/07/2017 10:17:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,24,,,true,,,,,
B17-50528,4,SERVICE IP,911 LINE,12/11/2017 08:48:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,true,SUSPECT,false,true,,true,66,true,,,,,,,
B17-51465,4,SUSP ACT IP,OFFICER REPORT,12/18/2017 06:19:00 PM,true,true,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,true,false,,true,26,true,,,,,,,
B17-51677,4,WARRANT SERVICE,TELEPHONE,12/20/2017 01:10:00 AM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,INVOLVED,false,false,,true,28,true,,,,,,,
B17-51805,5,SUSP ACT IP,OFFICER REPORT,12/20/2017 11:53:00 PM,true,false,false,false,false,,,false,false,true,NORMAL,false,true,ARRESTEE,true,false,,true,41,true,,,,,,,
B17-51806,3,DOMESTIC IP,911 LINE,12/21/2017 12:04:00 AM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,ARRESTEE,false,false,,true,23,,,true,,,,,
B17-51988,3,ACCIDENT,911 LINE,12/22/2017 12:34:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,true,,38,true,,,,,,,
B17-52046,3,SERVICE IP,TELEPHONE,12/22/2017 09:29:00 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,32,,,true,,,,,
B17-52197,5,WEAPONS IP,911 LINE,12/24/2017 09:18:00 AM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,INVOLVED,false,false,true,,45,true,,,,,,,
B17-52197,5,WEAPONS IP,911 Line,12/24/2017 09:18:00 AM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,INVOLVED,false,false,,true,25,true,,,,,,,
B17-52268,3,WARRANT SERVICE,TELEPHONE,12/24/2017 11:41:00 PM,true,false,false,false,false,,,false,false,true,NORMAL,false,false,ARRESTEE,false,false,,true,25,,,true,,,,,
B17-52528,4,WARRANT SERVICE,TELEPHONE,12/27/2017 10:51:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,37,true,,,,,,,
B17-52528,4,WARRANT SERVICE,TELEPHONE,12/27/2017 10:51:00 PM,true,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,39,true,,,,,,,
B17-52734,3,DISTURBANCE IP,TELEPHONE,12/29/2017 06:33:00 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,true,ARRESTEE,false,false,true,,38,true,,,,,,,
B17-52750,5,WEAPONS IP,911 LINE,12/29/2017 10:29:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,ARRESTEE,false,false,,true,18,,true,,,,,,
B17-52757,4,DOMESTIC IP,911 LINE,12/30/2017 01:09:00 AM,true,false,false,false,true,,,false,false,false,INTOXICATED,true,false,ARRESTEE,false,false,,true,29,true,,,,,,,
B17-52855,3,DOMESTIC IP,TELEPHONE,12/31/2017 01:10:00 AM,false,false,true,false,true,,,false,false,false,INTOXICATED,true,true,ARRESTEE,false,false,,true,29,true,,,,,,,
B17-52928,4,DOMESTIC IP,TELEPHONE,12/31/2017 04:04:00 PM,true,false,false,false,false,,,false,false,false,UNKNOWN,true,false,ARRESTEE,false,false,,true,41,true,,,,,,,
B18-00108,3,DOMESTIC IP,TELEPHONE,01/02/2018 12:52:00 AM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,32,,,true,,,,,
B18-00535,1,SEX ASSAULT IP,TELEPHONE,01/05/2018 01:48:00 AM,true,false,false,false,true,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,21,true,,,,,,,
B18-00680,4,SEX ASSAULT IP,911 LINE,01/06/2018 09:21:00 AM,true,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,30,true,,,,,,,
B18-00863,2,WEAPONS,911 LINE,01/07/2018 05:41:00 PM,true,false,false,false,true,,,false,false,false,UNKNOWN,true,true,MENTIONED,false,false,,true,24,true,,,,,,,
B18-00868,3,DRUNK,TELEPHONE,01/07/2018 07:51:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,true,true,28,true,,,,,,,
B18-00913,5,DISTURBANCE IP,TELEPHONE,01/07/2018 11:58:00 PM,true,false,true,false,false,,,false,false,false,INTOXICATED,true,false,ARRESTEE,false,false,,true,43,true,,,,,,,
B18-01014,4,DOMESTIC IP,TELEPHONE,01/08/2018 07:18:00 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,JUVENILE REFERRAL,true,false,,true,16,,,true,,,,,
B18-01248,4,SUSP ACT IP,OFFICER REPORT,01/10/2018 12:58:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,INVOLVED,false,false,true,,34,true,,,,,,,
B18-01301,4,DISTURBANCE IP,911 LINE,01/10/2018 06:03:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,INVOLVED,false,false,,true,70,true,,,,,,,
B18-01482,1,DISTURBANCE IP,TELEPHONE,01/12/2018 02:58:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,32,true,,,,,,,
B18-01486,3,DISTURBANCE IP,TELEPHONE,01/12/2018 03:29:00 AM,false,false,false,false,true,,,false,false,false,INTOXICATED,false,false,SUSPECT,false,false,,true,21,true,,,,,,,
B18-01882,3,ASSAULT IP,TELEPHONE,01/15/2018 04:32:00 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,24,true,,,,,,,
B18-02386,3,MENTAL HLTH IP,911 LINE,01/19/2018 02:57:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,INVOLVED,false,false,,true,38,true,,,,,,,
B18-02427,4,JUVENILE,TELEPHONE,01/19/2018 08:19:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,JUVENILE REFERRAL,false,false,,true,12,true,,,,,,,
B18-02432,3,DISTURBANCE IP,TELEPHONE,01/19/2018 08:39:00 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,37,,,true,,,,,
B18-02485,4,TRAFFIC STOP,OFFICER REPORT,01/20/2018 03:51:00 AM,true,false,false,false,true,,,false,true,true,NORMAL,false,false,ARRESTEE,false,false,,true,26,true,,,,,,,
B18-02488,5,WEAPONS IP,911 LINE,01/20/2018 04:45:00 AM,true,false,false,false,true,,,false,false,false,INTOXICATED,true,false,ARRESTEE,false,false,,true,18,true,,,,,,,
B18-02498,4,DISTURBANCE IP,OFFICER REPORT,01/20/2018 07:49:00 AM,false,true,false,false,false,,,false,false,false,UNKNOWN,false,false,ARRESTEE,false,false,,true,36,,,true,,,,,
B18-02547,4,SUSP ACT IP,OFFICER REPORT,01/20/2018 04:15:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,CAD,false,false,true,,36,true,,,,,,,
B18-02683,4,DOMESTIC IP,911 LINE,01/21/2018 01:05:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,true,false,,true,36,true,,,,,,,
B18-02745,4,THEFT IP,OFFICER REPORT,01/21/2018 08:56:00 PM,true,false,false,false,false,,,false,false,true,NORMAL,false,false,ARRESTEE,false,false,,true,36,true,,,,,,,
B18-02791,4,ALARM,911 LINE,01/22/2018 01:25:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,true,ARRESTEE,false,false,,true,40,true,,,,,,,
B18-03050,5,DOMESTIC IP,TELEPHONE,01/24/2018 02:52:00 AM,false,false,true,false,true,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,48,true,,,,,,,
B18-03301,2,DISTURBANCE IP,911 LINE,01/25/2018 06:24:00 PM,true,false,false,false,false,,,false,false,true,MENTALLY DISTURBED,false,false,SUSPECT,false,false,true,,24,true,,,,,,,
B18-03606,5,DOMESTIC IP,911 LINE,01/27/2018 02:36:00 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,SUSPECT,false,false,true,,46,true,,,,,,,
B18-03606,5,DOMESTIC IP,911 LINE,01/27/2018 02:36:00 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,JUVENILE REFERRAL,false,false,,true,16,true,,,,,,,
B18-03666,3,SUSP ACT IP,OFFICER REPORT,01/28/2018 12:07:00 AM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,INVOLVED,false,false,,true,21,,,,,,,,
B18-03666,3,SUSP ACT IP,OFFICER REPORT,01/28/2018 12:07:00 AM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,ARRESTEE,false,false,,true,25,true,,true,,,,,
B18-03964,3,DISTURBANCE NP,TELEPHONE,01/30/2018 06:02:00 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,true,,34,true,,,,,,,
B18-04146,3,WEAPONS IP,TELEPHONE,01/31/2018 06:59:00 PM,true,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,true,true,44,true,,,,,,,
B18-04146,3,WEAPONS IP,TELEPHONE,01/31/2018 06:59:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,true,true,ARRESTEE,false,false,,true,35,true,,,,,,,
B18-04146,3,WEAPONS IP,TELEPHONE,01/31/2018 06:59:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,true,,21,true,,,,,,,
B18-04283,3,DISTURBANCE IP,TELEPHONE,02/01/2018 09:49:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,true,false,SUSPECT,false,false,true,,35,true,,,,,,,
B18-04519,3,WEAPONS IP,911 LINE,02/03/2018 03:46:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,INVOLVED,false,false,,true,24,,,true,,,,,
B18-04528,2,JUVENILE,911 LINE,02/03/2018 04:56:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,JUVENILE REFERRAL,false,false,true,,14,true,,,,,,,
B18-04570,3,SUSP ACT IP,OFFICER REPORT,02/03/2018 10:29:00 PM,true,false,false,false,false,,,false,false,true,NORMAL,false,true,SUSPECT,true,false,,true,40,true,,,,,,,
B18-04742,4,DOMESTIC,TELEPHONE,02/05/2018 12:20:00 PM,true,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,64,true,,,,,,,
B18-04842,2,SUSP ACT IP,OFFICER REPORT,02/06/2018 01:25:00 AM,true,false,false,false,false,,,false,false,false,UNKNOWN,false,false,ARRESTEE,true,false,,true,34,true,,,,,,,
B18-05055,1,DRUGS NP,911 LINE,02/07/2018 04:23:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,21,true,,,,,,,
B18-05055,1,DRUGS NP,911 LINE,02/07/2018 04:23:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,20,true,,,,,,,
B18-06013,3,EXTRA PATROL,911 LINE,02/14/2018 01:53:00 AM,true,false,false,false,true,,,false,false,false,INTOXICATED,true,true,ARRESTEE,false,false,,true,28,,,true,,,,,
B18-06013,3,EXTRA PATROL,911 LINE,02/14/2018 01:53:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,true,,22,,true,,,,,,
B18-06032,5,TRESPASS IP,TELEPHONE,02/14/2018 06:45:00 AM,true,false,false,false,true,,,false,false,false,INTOXICATED,false,true,ARRESTEE,false,true,,true,50,true,,,,,,,
B18-06147,2,DRUNK,TELEPHONE,02/15/2018 01:39:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,37,true,,,,,,,
B18-06429,5,TRAFFIC STOP,OFFICER REPORT,02/17/2018 03:52:00 AM,false,false,false,false,true,,,false,true,false,NORMAL,false,false,ARRESTEE,false,false,,true,21,true,,,,,,,
B18-06429,5,TRAFFIC STOP,OFFICER REPORT,02/17/2018 03:52:00 AM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,CONTACT,false,false,,true,21,true,,,,,,,
B18-06524,5,MENTAL HLTH IP,TELEPHONE,02/17/2018 10:04:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,INVOLVED,true,false,true,,13,,,true,,,,,
B18-06561,2,DISTURBANCE,TELEPHONE,02/18/2018 06:38:00 AM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,17,,,true,,,,,
B18-06561,2,DISTURBANCE,TELEPHONE,02/18/2018 06:38:00 AM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,33,,,true,,,,,
B18-07132,4,WARRANT SERVICE,TELEPHONE,02/21/2018 07:50:00 PM,true,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,28,true,,,,,,,
B18-07242,5,FOLLOW UP,TELEPHONE,02/22/2018 02:27:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,MENTIONED,false,false,true,,29,,true,,,,,,
B18-07242,5,FOLLOW UP,TELEPHONE,02/22/2018 02:27:00 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,MENTIONED,false,false,,true,23,true,,,,,,,
B18-07300,3,SUSP ACT IP,OFFICER REPORT,02/22/2018 10:22:00 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,true,,25,true,,,,,,,
B18-07319,3,DISTURBANCE IP,TELEPHONE,02/22/2018 11:41:00 PM,true,false,false,false,true,,,false,false,false,INTOXICATED,false,false,INVOLVED,true,false,true,,25,true,,,,,,,
B18-07328,1,SUSP ACT IP,OFFICER REPORT,02/23/2018 12:38:00 AM,true,false,false,false,false,,,false,false,true,INTOXICATED,false,false,ARRESTEE,false,false,,true,25,true,,,,,,,
B18-07649,3,DOMESTIC IP,TELEPHONE,02/25/2018 12:41:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,true,,29,true,,,,,,,
B18-07732,1,DISTURBANCE IP,OFFICER REPORT,02/25/2018 07:00:00 PM,true,false,false,false,false,,,false,false,true,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,,true,19,,,true,,,,,
B18-07769,5,THEFT IP,TELEPHONE,02/26/2018 01:16:00 AM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,18,true,,,,,,,
B18-07922,3,DOMESTIC IP,911 LINE,02/27/2018 01:08:00 AM,false,false,false,false,true,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,21,true,,,,,,,
B18-07922,3,DOMESTIC IP,911 LINE,02/27/2018 01:08:00 AM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,WITNESS,false,false,,true,23,true,,,,,,,
B18-07996,3,BURGLARY IP,TELEPHONE,02/27/2018 03:16:00 PM,false,false,false,false,true,,,false,false,false,UNKNOWN,false,false,WITNESS,false,false,true,,20,true,,,,,,,
B18-08178,3,ACCIDENT PI,TELEPHONE,02/28/2018 05:00:00 PM,true,false,false,false,true,,,false,false,false,INTOXICATED,true,true,ARRESTEE,false,false,,true,55,true,,,,,,,
B18-08305,4,DOMESTIC IP,911 LINE,03/01/2018 04:58:00 PM,false,false,false,false,true,,,false,false,false,INTOXICATED,false,true,ARRESTEE,false,false,,true,28,,,true,,,,,
B18-08589,4,DISTURBANCE IP,911 LINE,03/03/2018 03:00:00 AM,false,false,false,false,true,,,false,false,false,INTOXICATED,true,false,INVOLVED,false,false,,true,31,,,true,,,,,
B18-08821,5,DOMESTIC IP,911 LINE,03/04/2018 04:02:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,true,ARRESTEE,false,false,,true,26,true,,,,,,,
B18-08900,4,TRAFFIC STOP,OFFICER REPORT,03/05/2018 01:08:00 AM,true,false,false,false,false,,,false,false,true,UNKNOWN,false,false,ARRESTEE,false,false,,true,40,true,,,,,,,
B18-09405,4,BURGLARY IP,TELEPHONE,03/08/2018 09:02:00 AM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,INVOLVED,false,false,,true,19,,,true,,,,,
B18-09428,4,DISTURBANCE IP,911 LINE,03/08/2018 12:57:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,true,false,SUSPECT,false,false,,true,18,true,,,,,,,
B18-09481,5,DRUNK,TELEPHONE,03/08/2018 05:38:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,true,ARRESTEE,false,false,,true,52,true,,,,,,,
B18-09754,3,DISTURBANCE IP,911 LINE,03/10/2018 12:38:00 PM,true,false,false,false,false,,,false,false,true,MENTALLY DISTURBED,false,true,JUVENILE REFERRAL,false,false,,true,16,true,,,,,,,
B18-09776,2,DOMESTIC IP,911 LINE,03/10/2018 03:09:00 PM,false,false,false,false,true,,,false,true,false,UNKNOWN,false,false,ARRESTEE,false,false,,true,37,,,true,,,,,
B18-09776,2,DOMESTIC IP,911 Line,03/10/2018 03:09:00 PM,false,false,false,false,true,,,false,false,false,UNKNOWN,false,false,VICTIM,false,false,true,,26,true,,,,,,,
B18-09819,5,TRESPASS IP,TELEPHONE,03/10/2018 09:28:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,44,,,true,,,,,
