Event,District,Nature,How Received,Date,Physical Contact,Less Lethal,Launch Projectile,Drew Less Lethal,Draw Weapon,Taser Pointed,Taser Fired,Weapon Fired,Vehicle Pursuit,Foot Pursuit,Suspect Condition,Suspect Armed,Suspect Injured,Suspect Role,Officer Injured,Officer Exposed to BBP,Suspect Gender Female,Suspect Gender Male,Suspect Age,"Suspect Race White, Non-Hispanic","Suspect Race White, Hispanic","Suspect Race AA, Non-Hispanic","Suspect Race AA, Hispanic","Suspect Race Indian/Alaskan Native, Non-Hispanic","Suspect Race Indian/Alaskan Native, Hispanic","Suspect Race Asian/Pacific Islander, Non-Hispanic","Suspect Race Asian/Pacific Islander, Hispanic"
B23-06802,,TRAFFIC STOP,OFFICER REPORT,02/10/2023 11:31:29 PM,false,true,false,false,true,,,false,true,false,MENTALLY DISTURBED,true,false,INVOLVED,false,false,,true,53,true,,,,,,,
B23-06963,1,SERVICE,TELEPHONE,02/10/2023 03:55:00 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE OTHER,false,false,true,,26,true,,,,,,,
B23-06986,2,MENTAL HEALTH,911 LINE,02/10/2023 06:55:54 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,INVOLVED,false,false,,true,17,true,,,,,,,
B23-07143,4,WELFARE,911 LINE,02/11/2023 05:04:00 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,INVOLVED,false,false,,true,14,true,,,,,,,
B23-07263,5,TRAFFIC STOP,OFFICER REPORT,02/12/2023 12:17:03 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE OTHER,false,false,,true,29,,,true,,,,,
B23-07333,4,SERVICE,911 LINE,02/13/2023 09:27:10 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,INVOLVED,false,false,,true,31,true,,,,,,,
B23-07484,4,WARRANT,911 LINE,02/13/2023 05:24:51 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,true,ARRESTEE,true,false,,true,33,true,,,,,,,
B23-07807,3,SERVICE,TELEPHONE,02/15/2023 03:03:45 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,true,true,INVOLVED,false,false,true,,25,true,,,,,,,
B23-07905,3,WARRANT,OFFICER REPORT,02/16/2023 09:49:35 AM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,,true,35,true,,,,,,,
B23-07911,5,WARRANT,TELEPHONE,02/16/2023 09:58:41 AM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,true,,32,true,,,,,,,
B23-07911,5,WARRANT,TELEPHONE,02/16/2023 09:58:41 AM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,INVOLVED,false,false,,true,51,true,,,,,,,
B23-08105,5,WARRANT,TELEPHONE,02/17/2023 09:52:30 AM,false,false,false,false,true,,,false,true,true,NORMAL,true,false,ARRESTEE,false,false,,true,42,true,,,,,,,
B23-08105,5,WARRANT,TELEPHONE,02/17/2023 09:52:30 AM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,INVOLVED,false,false,true,,39,true,,,,,,,
B23-08172,1,WARRANT,OFFICER REPORT,02/17/2023 05:41:50 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,47,true,,,,,,,
B23-08221,1,FOLLOW UP,OFFICER REPORT,02/18/2023 12:24:51 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE OTHER,false,false,,true,26,true,,,,,,,
M23-05097,,RECOVERD VT,OFFICER REPORT,02/22/2023 08:37:07 PM,false,false,false,false,false,,,false,true,false,NORMAL,false,false,ARRESTEE,false,false,,,50,true,,,,,,,
B23-09345,5,SUSPICIOUS,OFFICER REPORT,02/23/2023 05:34:45 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,55,true,,,,,,,
B23-09659,2,TRESPASS,TELEPHONE,02/25/2023 06:10:51 AM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,true,true,,51,true,,,,,,,
B23-10518,1,WARRANT,OFFICER REPORT,03/01/2023 04:44:04 PM,true,false,false,false,false,,,false,false,true,NORMAL,false,true,ARRESTEE OTHER,false,false,,true,21,true,,,,,,,
B23-10787,4,SUSPICOUS,OFFICER REPORT,03/02/2023 06:32:30 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,45,true,,,,,,,
B23-10829,1,ASSAULT,911 LINE,03/03/2023 02:02:06 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,37,,,true,,,,,
B23-11096,4,SUSPICIOUS,TELEPHONE,03/04/2023 03:14:58 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,INVOLVED,false,false,true,,19,true,,,,,,,
B23-11075,1,WELFARE,911 LINE,03/04/2023 01:25:59 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE OTHER,false,false,,true,30,true,,,,,,,
B23-11189,1,WELFARE,TELEPHONE,03/05/2023 01:42:15 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE OTHER,false,false,,true,25,true,,,,,,,
B23-09056,1,SERVICE,OFFICER REPORT,03/06/2023 02:15:00 PM,false,false,false,false,false,,,false,false,false,NORMAL,true,false,ARRESTEE OTHER,false,false,,,20,,,true,,,,,
B23-12123,3,SUSPICIOUS,911 LINE,03/09/2023 05:33:14 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,true,false,INVOLVED,false,false,true,,32,true,,,,,,,
B23-12195,4,VEHICLE THEFT,911 LINE,03/10/2023 07:41:06 AM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,ARRESTEE,false,false,,true,41,true,,,,,,,
B23-12195,4,VEHICLE THEFT,911 LINE,03/10/2023 07:41:06 AM,true,false,false,false,false,,,false,false,false,NORMAL,true,false,MENTIONED,false,false,,true,30,true,,,,,,,
B23-12686,4,TRAFFIC STOP,OFFICER REPORT,03/13/2023 03:37:04 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,true,ARRESTEE,false,false,,true,40,true,,,,,,,
B23-12325,3,ASSAULT,TELEPHONE,03/13/2023 02:56:04 AM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,45,true,,,,,,,
B23-13168,3,DOMESTIC,911 LINE,03/16/2023 01:19:14 AM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,INVOLVED,false,false,true,,34,true,,,,,,,
B23-13168,3,DOMESTIC,911 LINE,03/16/2023 01:19:14 AM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,OFFENDER,false,false,,true,33,true,,,,,,,
B23-13307,2,SUSPICIOUS,OFFICER REPORT,03/16/2023 04:21:04 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,38,true,,,,,,,
B23-13343,5,RUNAWAY,911 LINE,03/16/2023 08:56:34 PM,true,false,false,false,false,,,false,false,true,NORMAL,false,false,RUNAWAY,false,false,,true,13,,,true,,,,,
B23-13362,1,WARRANT,TELEPHONE,03/16/2023 12:30:09 AM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,23,true,,,,,,,
B23-12501,1,WARRANT,OFFICER REPORT,03/17/2023 02:49:14 PM,true,false,false,false,false,,,false,true,false,NORMAL,false,false,ARRESTEE,false,false,,true,42,true,,,,,,,
B23-13610,5,SERVICE,TELEPHONE,03/18/2023 04:15:30 AM,false,false,false,false,false,,,false,false,false,UNKNOWN,false,false,INVOLVED,false,false,,true,28,true,,,,,,,
B23-13793,3,MENTAL HEALTH,911 LINE,03/19/2023 05:53:34 PM,true,false,false,false,false,,,false,false,false,UNKNOWN,false,false,INVOLVED,false,false,,true,14,true,,,,,,,
B23-14481,5,ALARM,TELEPHONE,03/23/2023 09:20:00 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,22,,true,,,,,,
B23-14679,1,SERVICE,911 LINE,03/24/2023 01:10:28 AM,true,false,false,false,false,,,false,false,false,UNKNOWN,false,false,ARRESTEE OTHER,false,false,true,,37,true,,,,,,,
B23-14862,3,INDECENT EXP,TELEPHONE,03/25/2023 10:58:59 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,true,OFFENDER OTHER,false,false,,true,26,true,,,,,,,
B23-15291,5,WELFARE,911 LINE,03/28/2023 04:55:18 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,COMPLAINANT,false,false,,true,33,true,,,,,,,
B23-15687,4,ATL,TELEPHONE,03/29/2023 01:22:12 PM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,ARRESTEE OTHER,false,false,,true,33,,,true,,,,,
B23-15757,3,WELFARE,911 LINE,03/29/2023 06:48:36 PM,true,false,false,false,true,,,false,false,false,INTOXICATED,true,false,ARRESTEE OTHER,false,false,,true,33,true,,,,,,,
B23-14987,5,WEAPONS,911 LINE,03/25/2023 09:19:08 PM,false,false,false,false,true,,,false,false,false,INTOXICATED,true,false,ARRESTEE,false,false,,true,29,true,,,,,,,
B23-15086,3,SUSPICIOUS,OFFICER REPORT,03/26/2023 04:45:38 PM,true,false,false,false,false,,,false,false,true,NORMAL,false,false,ARRESTEE,false,false,,true,29,,,true,,,,,
B23-15291,5,WELFARE,911 LINE,03/28/2023 04:55:18 PM,true,false,false,false,true,,,false,false,false,MENTALLY DISTURBED,false,false,COMPLAINANT,false,false,,true,33,true,,,,,,,
B23-15687,4,ATL,TELEPHONE,03/29/2023 01:22:12 PM,false,false,false,false,false,,,false,false,false,NORMAL,true,false,ARRESTEE OTHER,false,false,,true,33,,,true,,,,,
B23-15757,3,WELFARE,911 LINE,03/29/2023 06:48:36 PM,true,false,false,false,true,,,false,false,false,INTOXICATED,true,false,ARRESTEE OTHER,false,false,,true,33,true,,,,,,,
B23-16390,3,THEFT,911 LINE,04/01/2023 10:07:48 PM,true,false,false,false,true,,,false,false,true,INTOXICATED,false,false,JUVENILE OFFENDER,false,false,,true,15,,,,,true,,,
B23-16422,4,MENTAL HEALTH,911 LINE,04/02/2023 12:43:27 AM,true,false,false,false,true,,,false,false,false,MENTALLY DISTURBED,false,false,INVOLVED,false,false,true,,20,true,,,,,,,
B23-16541,4,WEAPONS,911 LINE,04/03/2023 08:02:03 PM,true,false,false,false,true,,,false,false,false,MENTALLY DISTURBED,true,true,INVOLVED,false,false,,true,42,true,,,,,,,
B23-18219,2,ROV,TELEPHONE,04/11/2023 05:52:33 PM,true,false,false,false,true,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,,true,38,true,,,,,,,
B23-18735,4,SUSPIOUS,TELEPHONE,04/14/2023 11:02:11 AM,false,false,false,false,false,,,false,false,false,NORMAL,true,false,MENTIONED,false,false,,true,23,,,true,,,,,
B23-19297,1,FIGHT,TELEPHONE,04/16/2023 03:01:12 AM,true,false,false,false,true,,,false,false,true,INTOXICATED,false,true,ARRESTEE OTHER,false,false,,true,21,true,,,,,,,
B23-19478,5,TRESPASS,TELEPHONE,04/17/2023 09:57:43 AM,true,false,false,false,true,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,true,true,true,,27,true,,,,,,,
B23-19570,4,SERVICE,911 LINE,04/17/2023 03:13:22 PM,true,false,false,false,true,,,false,false,true,NORMAL,true,false,ARRESTEE,false,false,,true,31,,,true,,,,,
B23-19656,5,SUSPIOUS,OFFICER REPORT,04/17/2023 11:31:13 PM,false,false,false,false,false,,,false,false,true,NORMAL,true,false,ARRESTEE OTHER,false,false,,true,28,true,,,,,,,
B23-20414,3,TRAFFIC STOP,OFFICER REPORT,04/20/2023 10:29:59 PM,false,false,false,false,true,,,false,true,false,NORMAL,false,false,ARRESTEE OTHER,false,false,,true,19,true,,,,,,,
B23-20809,5,DOMESTIC,TELEPHONE,04/22/2023 02:41:22 AM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,JUVENILE OFFENDER,false,false,,true,17,,,true,,,,,
B23-20955,4,DISTURBANCE,TELEPHONE,04/23/2023 04:42:36 PM,true,false,false,false,false,,,false,false,false,UNKNOWN,false,false,ARRESTEE,false,false,,true,43,,,true,,,,,
B23-21378,4,BURGLARY,TELEPHONE,04/24/2023 06:16:22 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,MENTIONED,false,false,true,,30,true,,,,,,,
B23-21378,4,BURGLARY,TELEPHONE,04/24/2023 06:16:22 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE OTHER,false,false,,true,46,,,true,,,,,
B23-21625,5,TRESPASS,TELEPHONE,04/25/2023 09:35:10 PM,true,false,false,false,false,,,false,false,false,UNKNOWN,false,false,ARRESTEE,false,false,true,,23,true,,,,,,,
B23-21967,5,DOMESTIC,911 LINE,04/27/2023 01:11:14 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,,true,36,true,,,,,,,
B23-21996,4,TRESPASS,TELEPHONE,04/27/2023 02:48:53 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,JUVENILE REFERRAL,false,false,,true,14,,,true,,,,,
B23-22238,4,JUVENILE,TELEPHONE,04/28/2023 03:14:03 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,OFFENDER OTHER,false,false,,true,15,true,,,,,,,
B23-22356,1,WARRANT,OFFICER REPORT,04/29/2023 01:23:36 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE OTHER,false,false,,true,43,true,,,,,,,
B23-22522,2,TRAFFIC STOP,OFFICER REPORT,04/30/2023 12:44:04 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,true,ARRESTEE OTHER,false,false,,true,64,true,,,,,,,
B23-22540,4,JUVENILE,TELEPHONE,04/30/2023 02:41:04 AM,true,false,false,false,false,,,false,false,true,NORMAL,false,false,JUVENILE REFERRAL,false,false,,true,15,true,,true,,,,,
B23-22814,5,DISTURBANCE,TELEPHONE,05/01/2023 10:06:02 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,,true,39,true,,,,,,,
B23-23791,1,DISTURBANCE,911 LINE,05/06/2023 10:22:12 PM,true,false,false,false,false,,,false,false,true,NORMAL,false,false,ARRESTEE,false,false,,true,21,true,,,,,,,
B23-23800,5,TRESPASS,TELEPHONE,05/07/2023 10:48:13 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE OTHER,false,false,,true,43,true,,,,,,,
B23-23948,2,ROV,911 LINE,05/08/2023 10:01:48 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,true,ARRESTEE,true,false,,true,47,,,true,,,,,
B23-24082,5,DOMESTIC,911 LINE,05/08/2023 04:02:57 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE OTHER,false,false,,true,27,true,,,,,,,
B23-24383,3,WARRANT,OFFICER REPORT,05/09/2023 08:17:56 PM,true,false,false,false,false,,,false,false,true,NORMAL,false,false,ARRESTEE,false,false,true,,28,true,,,,,,,
B23-24697,3,DOMESTIC,911 LINE,05/11/2023 03:00:44 AM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,true,false,,true,46,true,,,,,,,
B23-24683,3,RUNAWAY,TELEPHONE,05/12/2023 11:55:15 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,JUVENILE REFERRAL,false,false,true,,14,,,true,,,,,
B23-25066,5,TRESPASS,911 LINE,05/12/2023 03:40:01 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,OFFENDER,false,false,true,,27,true,,,,,,,
B23-25283,4,TRESPASS,TELEPHONE,05/14/2023 09:38:13 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,INVOLVED,false,false,true,,42,true,,,,,,,
B23-25320,5,TRAFFIC STOP,OFFICER REPORT,05/14/2023 03:36:17 AM,false,false,false,false,true,,,false,true,false,NORMAL,false,false,CONTACT,false,false,,true,49,true,,,,,,,
B23-25640,3,SERVICE,TELEPHONE,05/15/2023 07:59:19 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE OTHER,false,false,,true,24,true,,,,,,,
B23-25674,1,UNKNOWN,TELEPHONE,05/16/2023 02:28:43 AM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE OTHER,false,false,,true,55,true,,,,,,,
B23-25763,3,TRESPASS,911 LINE,05/16/2023 03:27:57 PM,true,false,false,false,true,,,false,false,true,NORMAL,true,false,ARRESTEE OTHER,false,false,,true,23,,,true,,,,,
B23-25802,5,DOMESTIC,TELEPHONE,05/16/2023 07:08:42 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,31,true,,,,,,,
B23-26425,3,SERVICE,911 LINE,05/19/2023 07:39:14 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE OTHER,false,false,,true,46,true,,,,,,,
B23-26553,3,DISTURBANCE,911 LINE,05/20/2023 08:15:03 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,37,true,,,,,,,
B23-27299,5,TRESPASS,TELEPHONE,05/22/2023 08:04:02 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE OTHER,false,false,true,,39,true,,,,,,,
B23-25998,,CIRT,TELEPHONE,05/22/2023 07:36:51 PM,true,false,false,false,false,,,false,false,false,NORMAL,true,false,OFFENDER,false,false,,true,40,,,true,,,,,
B23-26953,5,SERVICE,911 LINE,05/24/2023 12:39:51 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,OFFENDER,false,false,,true,44,true,,,,,,,
B23-27256,3,TRESPASS,TELEPHONE,05/24/2023 04:26:20 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE OTHER,false,false,true,,32,true,,,,,,,
B23-27474,4,TRAFFIC STOP,OFFICER REPORT,05/25/2023 02:52:55 PM,true,false,false,false,false,,,false,false,true,NORMAL,false,true,ARRESTEE,false,false,,true,45,,,true,,,,,
B23-27839,3,FIGHT,911 LINE,05/28/2023 07:07:02 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,true,,20,,,true,,,,,
B23-28442,5,WELFARE,911 LINE,05/31/2023 03:08:52 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,MENTIONED,false,false,,true,29,true,,,,,,,
B23-28975,2,WELFARE,911 LINE,06/03/2023 03:46:49 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,INVOLVED,false,false,true,,30,true,,,,,,,
B23-29075,1,DISTURBANCE,911 LINE,06/03/2023 09:01:42 PM,true,false,false,false,false,,,false,false,true,NORMAL,true,false,ARRESTEE,true,false,,true,47,true,,,,,,,
B23-29132,5,DOMESTIC,TELEPHONE,06/04/2023 12:32:02 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,39,true,,,,,,,
B23-29217,1,SERVICE,OFFICER REPORT,06/05/2023 11:46:48 PM,true,false,false,false,false,,,false,false,true,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,true,,23,true,,,,,,,
B23-29603,3,WEAPONS,911 LINE,06/07/2023 11:59:24 PM,true,false,false,false,false,,,false,false,false,UNKNOWN,false,false,ARRESTEE OTHER,false,false,true,,28,true,,,,,,,
B23-29702,5,WELFARE,TELEPHONE,06/07/2023 12:59:14 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE OTHER,false,false,,true,58,true,,,,,,,
B23-29963,2,MENTAL HEALTH,911 LINE,06/08/2023 01:33:55 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,INVOLVED,false,false,,true,32,true,,,,,,,
B23-32087,5,TRESPASS,TELEPHONE,06/17/2023 06:15:21 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,MENTIONED,false,false,,true,48,true,,,,,,,
B23-32239,3,DOMESTIC,911 LINE,06/18/2023 02:59:16 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE OTHER,false,false,true,,27,,,true,,,,,
B23-32418,3,WARRANT,OFFICER REPORT,06/21/2023 02:20:01 PM,false,false,false,false,false,,,false,false,false,NORMAL,true,false,ARRESTEE,false,false,,true,30,,,true,,,,,
B23-33428,4,ACCIDENT,911 LINE,06/23/2023 03:05:56 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,INVOLVED,false,false,,true,50,,,true,,,,,
B23-34222,5,CIVIL,TELEPHONE,06/27/2023 09:31:20 PM,true,false,false,false,false,,,false,false,true,NORMAL,false,false,ARRESTEE,false,false,,true,29,true,,,,,,,
B23-34244,2,WEAPONS,911 LINE,06/27/2023 12:29:34 AM,false,false,false,false,true,,,false,false,false,INTOXICATED,true,false,INVOLVED,false,false,,true,50,,,true,,,,,
B23-34387,5,BURGLARY,911 LINE,06/27/2023 02:08:05 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,true,,24,true,,,,,,,
B23-35181,5,WARRANT,TELEPHONE,06/30/2023 10:38:44 AM,false,false,false,false,true,,,false,false,true,NORMAL,false,false,ARRESTEE OTHER,false,false,,true,32,true,,,,,,,
B23-35532,5,WARRANT,OFFICER REPORT,07/02/2023 02:08:37 AM,false,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,41,true,,,,,,,
B23-35719,3,HARASSMENT,911 LINE,07/03/2023 08:47:46 PM,true,false,false,false,true,,,false,false,true,NORMAL,false,true,ARRESTEE,false,false,,true,27,true,,,,,,,
B23-35756,3,WEAPONS,911 LINE,07/03/2023 01:09:57 AM,false,false,false,false,false,,,false,false,false,NORMAL,false,false,OFFENDER,false,false,,true,24,true,,,,,,,
B23-35756,3,WEAPONS,911 LINE,07/03/2023 01:09:57 AM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,OFFENDER,false,false,,true,24,true,,,,,,,
B23-35756,3,WEAPONS,911 LINE,07/03/2023 01:09:57 AM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,OFFENDER,false,false,,true,23,true,,,,,,,
B23-35756,3,WEAPONS,911 LINE,07/03/2023 01:09:57 AM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,OFFFENDER,false,false,,true,23,true,,,,,,,
B23-35973,5,TRAFFIC STOP,OFFICER REPORT,07/03/2023 06:10:07 PM,true,false,false,false,true,,,false,false,true,NORMAL,true,true,ARRESTEE,false,false,,true,19,,,true,,,,,
B23-36235,4,SUSP ACT,OFFICER REPORT,07/04/2023 11:19:00 PM,true,false,false,false,true,,,false,false,false,UNKNOWN,true,false,ARRESTEE OTHER,false,false,true,,31,true,,,,,,,
B23-36235,4,SUSP ACT,OFFICER REPORT,07/04/2023 11:19:00 PM,true,false,false,false,false,,,false,false,false,UNKNOWN,false,false,ARRESTEE OTHER,false,false,true,,34,true,,,,,,,
B23-36870,,SERVICE,OFFICER REPORT,07/07/2023 01:10:08 AM,true,false,false,false,true,,,false,false,false,NORMAL,false,false,MENTIONED,false,false,,true,47,,true,,,,,,
B23-37185,4,TRAFFIC STOP,OFFICER REPORT,07/08/2023 02:42:18 PM,false,false,false,false,true,,,false,false,false,UNKNOWN,true,false,INVOLVED,false,false,,true,42,true,,,,,,,
B23-37675,3,SUS ACT,TELEPHONE,07/10/2023 04:55:49 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,INVOLVED,false,false,true,,15,,,true,,,,,
B23-37675,3,SUS ACT,TELEPHONE,07/10/2023 04:55:49 PM,true,false,false,false,false,,,false,false,true,NORMAL,false,false,JUVENILE REFERRAL,false,false,,true,14,,,true,,,,,
B23-37707,5,DISTURBANCE,911 LINE,07/10/2023 06:20:52 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,true,,49,true,,,,,,,
B23-38073,5,THEFT,OFFICER REPORT,07/12/2023 05:44:21 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,35,true,,,,,,,
B23-38208,4,DOMESTIC,911 LINE,07/13/2023 04:45:09 AM,false,false,false,false,true,,,false,false,false,MENTALLY DISTURBED,true,false,INVOLVED,false,false,,true,32,,true,,,,,,
B23-38683,4,TRAFFIC STOP,OFFICER REPORT,07/15/2023 10:25:35 PM,false,false,false,false,false,,,false,true,false,NORMAL,false,false,ARRESTEE OTHER,false,false,,true,60,true,,,,,,,
B23-38627,2,WEAPONS,911 LINE,07/15/2023 01:24:27 PM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,,true,23,,,true,,,,,
B23-38825,3,MENTAL HEALTH,911 LINE,07/16/2023 07:29:24 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,OFFENDER OTHER,false,false,,true,32,true,,,,,,,
B23-39443,1,SUS ACT,911 LINE,07/19/2023 08:01:51 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,23,,,true,,,,,
B23-39589,3,DISTURBANCE,TELEPHONE,07/20/2023 11:44:43 AM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,OFFENDER,false,false,,true,9,true,,,,,,,
B23-39692,1,DISTURBANCE,OFFICER REPORT,07/20/2023 05:56:55 PM,true,false,false,false,false,,,false,false,false,UNKNOWN,false,false,ARRESTEE OTHER,false,false,true,,24,true,,,,,,,
B23-39699,2,DOMESTIC,911 LINE,07/20/2023 06:18:20 PM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,ARRESTEE,false,false,,true,32,,,true,,,,,
B23-39949,3,FIGHT,OFFICER REPORT,07/22/2023 02:03:38 AM,true,false,false,false,false,,,false,false,false,INTOXICATED,false,false,MENTIONED,false,false,,true,20,true,,,,,,,
B23-39949,3,FIGHT,OFFICER REPORT,07/22/2023 02:03:38 AM,false,false,false,false,true,,,false,false,false,NORMAL,false,false,MENTIONED,false,false,,true,15,true,,,,,,,
B23-40049,1,FIGHT,OFFICER REPORT,07/22/2023 06:03:36 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,ARRESTEE,false,false,,true,22,true,,,,,,,
B23-40776,5,TRESPASS,911 LINE,07/26/2023 06:30:40 AM,false,false,false,false,true,,,false,false,false,NORMAL,true,false,OFFENDER,false,false,,true,34,,,true,,,,,
B23-41208,3,WARRANT,OFFICER REPORT,07/27/2023 04:59:44 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE,false,false,true,,26,true,,,,,,,
B23-41209,1,SUS ACT,OFFICER REPORT,07/27/2023 05:25:45 PM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE OTHER,false,false,,true,47,,true,,,,,,
B23-42066,3,WELFARE,911 LINE,07/31/2023 06:04:32 PM,true,false,false,false,false,,,false,false,false,MENTALLY DISTURBED,false,false,MENTIONED,false,false,,true,15,true,,,,,,,
B23-41655,5,TRESPASS,TELEPHONE,08/03/2023 09:11:12 PM,true,false,false,false,false,,,false,false,false,UNKNOWN,false,false,ARRESTEE OTHER,false,false,true,,61,true,,,,,,,
B23-43187,5,SUS ACT,OFFICER REPORT,08/05/2023 01:09:00 AM,true,false,false,false,false,,,false,false,false,NORMAL,false,false,ARRESTEE OTHER,false,false,true,,28,true,,,,,,,
